,Date,Day_of_Week,dell_gtrends,hp_gtrends,ibm_gtrends,seagate_gtrends,westdig_gtrends,intc_gtrends,intc_Last Price,intc_Volume,hp_Last Price,hp_Volume,ibm_Last Price,ibm_Volume,seagate_Last Price,seagate_Volume,westdig_Last Price,westdig_Volume,dow_Last Price,dow_Volume,nasdaq_Last Price,nasdaq_Volume,sandp_Last Price,sandp_Volume,,Date,EUR_USD_Price,Date,Gold_Price,Date,CLYH_Price,3/9/2018,52.189999,32727900
848,11/30/2015,3.00,12,16,20,0,0,7,32.51368,21785800,12.54,8203000,139.42,3396000,35.94,4192000,62.41,1826000,17719.92,90561000,5108.666,437471000,2080.41,513278000,1,26-Jan-15,1.1239,22-Jan-15,"1,300.70",,,11/10/2014,30.19319,30653600
851,11/27/2015,7.00,7,17,11,0,0,22,32.223793,6620900,12.61,12133000,138.46,3101000,34.62,2501000,61.73,1756000,17798.49,89179000,5127.524,398839000,2090.11,494054000,1,21-Jan-15,1.161,19-Jan-15,"1,275.90",,,11/5/2014,30.647087,34705500
853,11/25/2015,5.00,6,33,20,0,0,35,32.214443,17939400,12.64,12886000,138,3079000,34.57,3308000,61.63,1052000,17813.39,93491000,5116.143,436845000,2088.87,567359000,1,19-Jan-15,1.1606,16-Jan-15,"1,276.90",,,11/3/2014,30.94348,28703600
854,11/24/2015,4.00,6,25,10,30,0,27,32.130283,21413500,14.64,10563000,138.6,2131000,34.27,1805000,61.83,1847000,17812.19,73137000,5102.808,418867000,2089.14,529532000,1,16-Jan-15,1.157,15-Jan-15,"1,264.70",,,10/31/2014,30.672915,52089700
855,11/23/2015,3.00,6,8,20,30,0,28,32.242493,20152900,14.23,9851000,138.46,2572000,34.7,2611000,61.32,1424000,17792.68,77574000,5102.478,423985000,2086.59,474053000,1,15-Jan-15,1.1631,14-Jan-15,"1,234.40",,,10/30/2014,29.383232,55217900
858,11/20/2015,7.00,0,0,32,0,50,51,32.410812,41137700,14.06,12397000,138.5,4092000,34.41,2711000,61.71,1432000,17823.81,139894000,5104.918,457120000,2089.17,496322000,1,12-Jan-15,1.1834,9-Jan-15,"1,216.00",,,10/27/2014,29.942392,23751900
859,11/19/2015,6.00,6,8,31,30,0,35,32.074173,45381600,13.79,6860000,136.74,1731000,34.28,3728000,62.01,2976000,17732.75,67526000,5073.639,556021000,2081.24,768062000,1,9-Jan-15,1.1841,8-Jan-15,"1,208.40",,,10/24/2014,29.924355,27814300
860,11/18/2015,5.00,6,8,21,30,48,35,31.008154,18619800,13.64,13849000,135.82,2764000,34.38,2282000,64.24,3934000,17737.16,96420000,5075.203,409836000,2083.58,441847000,1,8-Jan-15,1.1793,7-Jan-15,"1,210.60",,,10/23/2014,29.482433,22254900
861,11/17/2015,4.00,13,8,41,30,48,28,30.521896,22636400,13.28,17038000,133.82,3854000,33.88,2748000,62.46,1345000,17489.5,109471000,4986.015,437281000,2050.44,521363000,1,7-Jan-15,1.1839,6-Jan-15,"1,219.30",,,10/22/2014,29.103647,26725600
862,11/16/2015,3.00,0,58,20,0,49,48,30.016935,29899700,13.35,28605000,133.71,2850000,34.295,1745000,61.65,1978000,17483.01,78915000,4984.617,455416000,2053.19,565731000,1,6-Jan-15,1.1889,5-Jan-15,"1,203.90",,,10/21/2014,29.410288,33278400
865,11/13/2015,7.00,7,17,53,32,51,37,30.026297,23673200,13.11,12001000,131.75,2301000,33.07,3154000,60.23,978381,17245.24,80236000,4927.883,408721000,2023.04,490182000,1,1-Jan-15,1.2104,31-Dec-14,"1,183.90",,,10/16/2014,27.822975,47787400
866,11/12/2015,6.00,13,17,32,0,49,28,30.297474,23265400,13.31,7675000,133.04,2523000,34.08,6522000,62.4,1381000,17448.07,87211000,5005.079,453704000,2045.97,519597000,1,31-Dec-14,1.2098,30-Dec-14,"1,200.20",,,10/15/2014,28.210787,92305200
867,11/11/2015,5.00,0,0,31,0,0,43,30.727621,19864700,13.92,8766000,135.02,1971000,36.12,1789000,62.6,2701000,17702.22,79110000,5067.02,449386000,2075,526865000,1,30-Dec-14,1.2157,29-Dec-14,"1,181.70",,,10/14/2014,28.986403,68671000
868,11/10/2015,4.00,6,42,20,0,48,49,31.054905,22451700,14.12,9726000,135.47,2917000,36.54,2300000,63.58,1103000,17758.21,108250000,5083.244,401612000,2081.72,452532000,1,29-Dec-14,1.2152,26-Dec-14,"1,195.30",,,10/13/2014,28.382139,42110200
869,11/9/2015,3.00,6,25,20,0,0,28,31.185822,24168700,13.87,6112000,135.31,2439000,38.28,1518000,66.61,2179000,17730.48,91616000,5095.302,440596000,2078.58,615096000,1,26-Dec-14,1.2176,25-Dec-14,"1,177.00",,,10/10/2014,28.778973,80917600
872,11/6/2015,7.00,10,35,0,0,0,15,31.644026,23701700,14.01,9029000,138.25,2962000,38.81,1586000,67.89,1407000,17910.33,89303000,5147.121,396333000,2099.2,482085000,1,23-Dec-14,1.2172,22-Dec-14,"1,179.70",,,10/7/2014,30.185904,25972100
873,11/5/2015,6.00,10,25,52,30,0,7,31.793646,16486100,14.05,9970000,139.89,2661000,38.87,1761000,67.85,1537000,17863.43,86092000,5127.738,417151000,2099.93,479505000,1,22-Dec-14,1.2231,19-Dec-14,"1,195.90",,,10/6/2014,30.763107,24321100
874,11/4/2015,5.00,6,92,41,0,48,90,31.933908,20734800,14.14,7557000,141.63,3093000,38.81,2414000,68.55,1184000,17867.58,94984000,5142.479,422066000,2102.31,475660000,1,19-Dec-14,1.2228,18-Dec-14,"1,194.70",,,10/3/2014,30.69095,25834600
875,11/3/2015,4.00,6,57,30,0,47,34,31.8591,18167000,14.29,7755000,141.88,2473000,40.37,2291000,68.53,1165000,17918.15,80944000,5145.126,464686000,2109.79,536169000,1,18-Dec-14,1.2286,17-Dec-14,"1,194.30",,,10/2/2014,30.230997,32910800
876,11/2/2015,3.00,0,100,51,0,0,21,31.673389,21743100,13.83,8461000,140.37,3613000,38.88,3500000,67.84,1539000,17828.76,100452000,5127.145,495872000,2104.05,545156000,1,17-Dec-14,1.2343,16-Dec-14,"1,193.90",,,10/1/2014,30.654881,35086600
879,10/30/2015,7.00,7,9,22,0,0,19,31.441248,24693900,12.24,5093000,140.08,4028000,38.06,2075000,66.82,2162000,17663.54,86038000,5053.749,497704000,2079.36,546268000,1,12-Dec-14,1.2462,11-Dec-14,"1,225.10",,,9/26/2014,30.898386,25882300
880,10/29/2015,6.00,0,17,31,31,0,25,31.5991,21224200,12.4261,11589000,140.55,3312000,38.06,3432000,67.82,1954000,17755.8,91789000,5074.274,429234000,2089.41,468421000,1,11-Dec-14,1.2411,10-Dec-14,"1,228.90",,,9/25/2014,30.790169,34639700
881,10/28/2015,5.00,10,8,10,0,0,54,32.230534,21908400,12.7031,10519000,140.83,5063000,39.34,3903000,67.52,2464000,17779.52,129303000,5095.69,471889000,2090.35,517351000,1,10-Dec-14,1.2448,9-Dec-14,"1,231.50",,,9/24/2014,31.340313,18829000
882,10/27/2015,4.00,6,33,51,0,47,18,32.007671,22630100,12.4625,8642000,137.86,4518000,39.2,3997000,67.17,3637000,17581.43,102213000,5030.145,604984000,2065.89,696790000,1,9-Dec-14,1.2375,8-Dec-14,"1,194.70",,,9/23/2014,31.042686,25690700
883,10/26/2015,3.00,9,8,10,0,0,24,32.119099,22646900,12.7439,8936000,143.66,5817000,39.55,3686000,67.16,4590000,17623.05,124996000,5034.704,457165000,2071.18,560515000,1,8-Dec-14,1.2317,5-Dec-14,"1,190.10",,,9/22/2014,31.30423,25447700
886,10/23/2015,7.00,7,26,43,31,0,45,32.406956,42796600,13.1798,7621000,144.68,3888000,41.15,2456000,69.34,1476000,17646.7,119196000,5031.864,517895000,2075.15,601573000,1,3-Dec-14,1.2311,2-Dec-14,"1,199.20",,,9/17/2014,31.547745,26278900
887,10/22/2015,6.00,20,17,21,0,0,31,31.942671,39572600,13.0617,8613000,144.09,8236000,39.24,2750000,69.96,962173,17489.16,100615000,4920.05,482827000,2052.51,563442000,1,2-Dec-14,1.2383,1-Dec-14,"1,218.00",,,9/16/2014,31.502644,20875700
888,10/21/2015,5.00,13,42,41,30,47,36,30.98625,31928800,12.8166,9069000,140.92,4025000,37.13,2271000,71.44,1178000,17168.61,91368000,4840.117,450404000,2018.94,579434000,1,1-Dec-14,1.247,28-Nov-14,"1,175.20",,,9/15/2014,31.150917,22438000
889,10/20/2015,4.00,6,25,100,30,48,6,31.051247,24301000,12.9664,9364000,140.64,9684000,38.52,3510000,74.86,1274000,17217.11,95237000,4880.972,426939000,2030.77,532741000,1,28-Nov-14,1.2452,27-Nov-14,"1,188.80",,,9/12/2014,31.223057,26732600
890,10/19/2015,3.00,10,8,41,30,0,18,31.190533,37624000,13.1571,10698000,149.22,9609000,38.75,4911000,80.48,1931000,17230.54,103185000,4905.471,399272000,2033.66,499611000,1,27-Nov-14,1.2467,26-Nov-14,"1,196.60",,,9/11/2014,31.58382,21949000
893,10/16/2015,7.00,24,17,43,31,0,50,30.679823,29371300,13.1026,7560000,150.39,3137000,39.56,4462000,79.52,2987000,17215.97,89572000,4886.688,518993000,2033.11,671369000,1,24-Nov-14,1.2443,21-Nov-14,"1,197.50",,,9/8/2014,31.8634,24859600
894,10/15/2015,6.00,10,34,31,30,0,18,30.41054,37634800,13.0617,11202000,150.09,3499000,41.44,3737000,81.12,2435000,17141.75,113666000,4870.1,398479000,2023.86,504965000,1,21-Nov-14,1.239,20-Nov-14,"1,190.70",,,9/5/2014,31.565777,20841900
895,10/14/2015,5.00,29,0,10,0,48,36,30.456966,75954800,13.3569,11325000,150.01,2719000,47.8,2711000,83.19,2539000,16924.75,83205000,4782.848,440401000,1994.24,573307000,1,20-Nov-14,1.254,19-Nov-14,"1,193.60",,,9/4/2014,31.48461,27632400
896,10/13/2015,4.00,54,0,31,0,0,72,29.751255,35588600,13.2706,19703000,149.62,3869000,48.62,1939000,84.37,1660000,17081.89,120103000,4796.609,375682000,2003.69,459196000,1,19-Nov-14,1.2554,18-Nov-14,"1,196.70",,,9/3/2014,31.177961,26668800
897,10/12/2015,3.00,100,9,42,0,0,19,29.909113,18795000,13.3024,15520000,151.14,2516000,49.02,3726000,85.01,1771000,17131.86,116438000,4838.643,378197000,2017.46,495737000,1,18-Nov-14,1.2537,17-Nov-14,"1,183.00",,,9/2/2014,31.177961,32094800
900,10/9/2015,7.00,17,26,22,0,0,26,29.844112,24209900,13.3024,11665000,152.39,2524000,49.03,4026000,86,2041000,17084.49,76830000,4830.47,400573000,2014.89,483774000,1,13-Nov-14,1.2477,12-Nov-14,"1,158.90",,,8/27/2014,31.376381,17168900
901,10/8/2015,6.00,23,17,52,0,49,43,30.196968,27794600,13.2479,8445000,152.28,3148000,48.33,3339000,85.27,2046000,17050.75,72194000,4810.788,424414000,2013.43,500216000,1,12-Nov-14,1.2439,11-Nov-14,"1,162.80",,,8/26/2014,31.385399,19664700
902,10/7/2015,5.00,6,34,21,0,0,24,30.011255,36930100,12.7167,9231000,150.09,3466000,47.29,2445000,84.49,2019000,16912.29,100886000,4791.152,385758000,1995.83,444401000,1,11-Nov-14,1.2475,10-Nov-14,"1,159.60",,,8/25/2014,31.394421,18614500
903,10/6/2015,4.00,6,17,10,0,0,12,29.472687,34899800,12.7122,8528000,148.78,4672000,46.2,3696000,83.02,1715000,16790.19,87386000,4748.36,477120000,1979.92,610288000,1,10-Nov-14,1.2421,7-Nov-14,"1,169.60",,,8/22/2014,31.511662,21196700
904,10/5/2015,3.00,13,42,21,0,48,24,28.980547,34842500,12.3399,15528000,149.04,3701000,44.84,3641000,82.14,2081000,16776.43,103386000,4781.264,394242000,1987.05,492595000,1,7-Nov-14,1.2454,6-Nov-14,"1,142.30",,,8/21/2014,31.701063,37164900
907,10/2/2015,7.00,7,18,0,32,0,13,28.330549,27901500,11.8359,11119000,144.58,4138000,43.18,2209000,79.44,2409000,16472.37,104086000,4707.775,519596000,1951.36,671222000,1,4-Nov-14,1.2546,3-Nov-14,"1,169.40",,,8/18/2014,31.033672,27232200
908,10/1/2015,6.00,7,17,62,31,49,25,27.856983,29832800,11.509,19646000,143.59,3478000,42.86,2938000,77.89,1787000,16272.01,103476000,4627.084,429100000,1923.82,499786000,1,3-Nov-14,1.2483,31-Oct-14,"1,171.10",,,8/15/2014,30.817217,28577600
909,9/30/2015,5.00,0,42,10,0,0,24,27.986982,40840800,11.6271,13709000,144.97,4396000,44.8,4254000,79.44,2014000,16284.7,117775000,4620.165,448273000,1920.03,554212000,1,31-Oct-14,1.2525,30-Oct-14,"1,198.10",,,8/14/2014,30.609783,25458000
910,9/29/2015,4.00,13,42,21,30,0,31,27.151272,34169600,11.1912,11313000,142.47,5429000,41.78,4358000,69.37,3546000,16049.13,106687000,4517.321,501300000,1884.09,629338000,1,30-Oct-14,1.2613,29-Oct-14,"1,224.30",,,8/13/2014,30.754084,36291000
911,9/28/2015,3.00,6,33,31,0,0,12,26.705563,42291000,11.1549,11106000,142.52,4346000,42.07,2842000,68.25,2151000,16001.89,87207000,4543.969,530405000,1881.77,591250000,1,29-Oct-14,1.2632,28-Oct-14,"1,229.20",,,8/12/2014,29.879257,24805600
914,9/25/2015,7.00,33,25,26,0,0,33,26.751986,29192300,11.3547,25141000,145.42,9006000,42.89,4849000,70.47,1785000,16314.67,334381000,4686.496,403920000,1931.34,505803000,1,24-Oct-14,1.267,23-Oct-14,"1,228.50",,,8/7/2014,29.473417,27820100
915,9/24/2015,6.00,64,25,38,66,0,19,26.445562,32754700,11.4682,11781000,144.41,3879000,44.1,2471000,71.4,2418000,16201.32,107836000,4734.479,403920000,1932.24,505803000,1,23-Oct-14,1.2647,22-Oct-14,"1,244.80",,,8/6/2014,29.62673,27923900
916,9/23/2015,5.00,63,36,31,32,0,25,26.686993,25984000,11.5726,13889000,143.66,5739000,43.55,4952000,71.44,1942000,16279.89,130950000,4752.744,403146000,1938.76,538913000,1,22-Oct-14,1.2649,21-Oct-14,"1,251.00",,,8/5/2014,29.59968,49845100
917,9/22/2015,4.00,31,60,30,0,0,19,26.621988,28576200,11.6453,10408000,144.43,3312000,43.79,3299000,72.05,2572000,16330.47,82567000,4756.723,490461000,1942.74,642799000,1,21-Oct-14,1.2715,20-Oct-14,"1,244.00",,,8/4/2014,30.506073,27250100
918,9/21/2015,3.00,0,47,24,0,0,37,27.076986,24417100,12.0039,12499000,146.48,3750000,46.2,4262000,76.26,1500000,16510.19,101769000,4828.955,430989000,1966.97,482915000,1,20-Oct-14,1.2799,17-Oct-14,"1,238.30",,,8/1/2014,30.228329,33472400
921,9/18/2015,7.00,0,38,39,0,0,26,26.946987,60138700,12.0493,26255000,144.51,4567000,45.65,5734000,75.87,2210000,16384.58,111569000,4827.228,448117000,1958.03,559884000,1,15-Oct-14,1.2837,14-Oct-14,"1,233.60",,,7/29/2014,30.631498,26141700
922,9/17/2015,6.00,63,73,19,0,0,37,27.587698,29805200,12.5169,13763000,148.14,5710000,47.76,4560000,80.73,2944000,16674.74,102127000,4893.949,459433000,1990.2,547397000,1,14-Oct-14,1.2659,13-Oct-14,"1,229.30",,,7/28/2014,30.667326,30972200
923,9/16/2015,5.00,0,24,37,0,0,49,27.643412,25957800,12.9255,16634000,148.41,4601000,49.15,6728000,81.16,3293000,16739.95,120460000,4889.239,465901000,1995.31,547776000,1,13-Oct-14,1.2753,10-Oct-14,"1,221.00",,,7/25/2014,30.685249,31614000
924,9/15/2015,4.00,62,72,12,0,0,25,27.606268,29399900,12.3081,14138000,147.53,5194000,48.61,3283000,80.74,2379000,16599.85,85828000,4860.52,470313000,1978.09,625563000,1,10-Oct-14,1.2628,9-Oct-14,"1,224.60",,,7/24/2014,30.685249,33180400
925,9/14/2015,3.00,0,36,31,0,0,6,27.290556,24065100,12.2763,17413000,145.65,4540000,48.33,3772000,80.64,1682000,16370.96,113356000,4805.763,415351000,1953.03,500132000,1,9-Oct-14,1.2691,8-Oct-14,"1,205.30",,,7/23/2014,30.909231,26077000
928,9/11/2015,7.00,0,38,65,0,0,26,27.364841,21786900,12.3263,15653000,147.37,3634000,48.94,4210000,80.53,881746,16433.09,80910000,4822.341,427870000,1961.05,488319000,1,6-Oct-14,1.2654,3-Oct-14,"1,192.20",,,7/18/2014,30.192499,46528800
929,9/10/2015,6.00,0,50,44,66,0,44,27.179129,25195800,12.408,13686000,146.2,3234000,49.22,6556000,81.24,1650000,16330.4,83840000,4796.251,456155000,1952.29,510419000,1,3-Oct-14,1.2517,2-Oct-14,"1,214.20",,,7/17/2014,30.192499,70591100
930,9/9/2015,5.00,0,74,80,0,31,13,27.151272,30669900,12.3762,15720000,145.05,5918000,50.1,4084000,82.39,1792000,16253.57,89804000,4756.528,499691000,1942.04,505059000,1,2-Oct-14,1.2668,1-Oct-14,"1,214.60",,,7/16/2014,31.043623,135834600
931,9/8/2015,4.00,0,36,31,0,0,12,27.3927,27805000,12.526,29539000,147.23,4410000,49.61,2752000,83.9,1821000,16492.68,101127000,4811.93,479627000,1969.41,524843000,1,1-Oct-14,1.2624,30-Sep-14,"1,210.50",,,7/15/2014,28.409615,61006100
935,9/4/2015,7.00,33,0,39,0,0,46,26.482706,29116500,12.2536,62988000,143.7,4005000,48.21,3270000,80.02,2215000,16102.38,80489000,4683.918,446450000,1921.22,511278000,1,25-Sep-14,1.275,24-Sep-14,"1,218.60",,,7/9/2014,27.674961,28302400
936,9/3/2015,6.00,65,50,32,33,0,64,27.002701,38665900,12.7712,16301000,146.78,4702000,49.49,3581000,81.8,2352000,16374.76,79345000,4733.497,436801000,1951.13,492796000,1,24-Sep-14,1.278,23-Sep-14,"1,221.00",,,7/8/2014,27.585371,37608700
937,9/2/2015,5.00,0,37,44,0,0,13,26.55699,34618800,12.7122,9948000,145.05,2714000,49.77,1555000,81.15,1651000,16351.38,83675000,4749.979,439935000,1948.86,507303000,1,23-Sep-14,1.2847,22-Sep-14,"1,216.80",,,7/7/2014,27.800388,22233400
938,9/1/2015,4.00,95,24,49,0,0,37,25.832705,44144000,12.6259,7519000,142.68,3353000,50.6,1747000,80.45,1760000,16058.35,111397000,4636.105,460542000,1913.85,503653000,1,22-Sep-14,1.285,19-Sep-14,"1,215.30",,,7/3/2014,27.898943,20437600
939,8/31/2015,3.00,0,12,0,0,0,44,26.50128,42197500,12.7394,5732000,147.89,3504000,51.4,1291000,81.96,2268000,16528.03,79133000,4776.508,467367000,1972.18,630178000,1,19-Sep-14,1.2829,18-Sep-14,"1,225.70",,,7/2/2014,27.755594,16831200
942,8/28/2015,7.00,0,13,33,0,0,40,26.389847,43452400,12.7258,7570000,147.98,2895000,50.68,2318000,81.28,2778000,16643.01,98765000,4828.325,419928000,1988.87,466128000,1,16-Sep-14,1.296,15-Sep-14,"1,233.60",,,6/27/2014,27.710798,30776300
943,8/27/2015,6.00,0,25,32,100,0,26,25.739851,38649400,12.6168,6631000,148.54,3707000,50.04,2566000,81.41,1303000,16654.77,85251000,4812.708,459956000,1987.66,565220000,1,15-Sep-14,1.2942,12-Sep-14,"1,229.90",,,6/26/2014,27.57641,26722300
944,8/26/2015,5.00,33,100,70,33,0,71,25.349855,47386700,12.3036,9194000,146.7,3333000,47.89,1830000,78.63,1247000,16285.51,117290000,4697.537,468289000,1940.51,510419000,1,12-Sep-14,1.2965,11-Sep-14,"1,237.40",,,6/25/2014,27.666,44293300
945,8/25/2015,4.00,32,86,81,33,0,76,24.022005,59371900,11.6634,7954000,140.96,3627000,46.33,3025000,75.16,1718000,15666.44,90624000,4506.488,496495000,1867.61,577590000,1,11-Sep-14,1.2926,10-Sep-14,"1,243.50",,,6/24/2014,27.325552,53397600
946,8/24/2015,3.00,32,97,100,0,31,100,24.374859,83234200,12.0766,7782000,143.47,4441000,47.62,3419000,76.92,1873000,15871.35,89938000,4526.249,443825000,1893.21,511008000,1,10-Sep-14,1.2917,9-Sep-14,"1,246.80",,,6/23/2014,27.083651,26528900
949,8/21/2015,7.00,0,93,33,0,0,75,24.662714,52288400,12.4715,8382000,148.85,3256000,48.72,4216000,79.44,964128,16459.75,93623000,4706.039,425010000,1970.89,513780000,1,5-Sep-14,1.295,4-Sep-14,"1,265.10",,,6/18/2014,26.814875,34412300
950,8/20/2015,6.00,33,38,26,34,0,26,25.563429,31936600,12.4171,6313000,152.66,5254000,48.65,2189000,79.79,1747000,16990.69,79921000,4877.487,507975000,2035.73,603002000,1,4-Sep-14,1.2945,3-Sep-14,"1,268.90",,,6/17/2014,26.832794,28440600
951,8/19/2015,5.00,33,38,26,34,0,45,26.334135,30530100,12.5941,10480000,153.94,3678000,49.43,4049000,81.71,1603000,17348.73,102580000,5019.051,517540000,2079.61,546895000,1,3-Sep-14,1.3151,2-Sep-14,"1,263.70",,,6/16/2014,26.886551,36407800
952,8/18/2015,4.00,0,37,38,0,0,38,26.844841,19182600,12.8892,14610000,156.01,5539000,52.05,4239000,83.31,4538000,17511.34,112865000,5059.347,564145000,2096.92,650883000,1,2-Sep-14,1.3133,1-Sep-14,"1,287.40",,,6/13/2014,26.761122,122194300
953,8/17/2015,3.00,0,0,25,34,32,26,27.002701,15548300,12.9891,15460000,156.31,4712000,52.45,5028000,83.6,2227000,17545.18,108103000,5091.699,568111000,2102.44,669646000,1,1-Sep-14,1.3128,31-Aug-14,"1,287.70",,,6/12/2014,25.049911,31211400
956,8/14/2015,7.00,35,40,20,0,0,14,26.946987,14279000,13.0345,10152000,155.75,8321000,52.02,5046000,82.5,2381000,17477.4,111711000,5048.235,670255000,2091.54,919575000,1,27-Aug-14,1.3193,27-Aug-14,"1,281.90",,,6/9/2014,25.005121,39933000
957,8/13/2015,6.00,33,13,26,0,0,26,26.807703,18821900,12.9165,10656000,155.07,4496000,51.37,7678000,81.57,2534000,17408.25,116060000,5033.558,593479000,2083.39,681083000,1,26-Aug-14,1.3169,26-Aug-14,"1,283.80",,,6/6/2014,25.23806,34795600
958,8/12/2015,5.00,33,26,46,0,0,27,27.355553,33589100,13.2116,17203000,156.16,5660000,51.62,8078000,83.16,5082000,17402.51,136014000,5044.387,605931000,2086.05,717223000,1,25-Aug-14,1.3192,25-Aug-14,"1,277.30",,,6/5/2014,24.781143,26546200
959,8/11/2015,4.00,33,13,71,0,0,19,26.900558,23434700,13.3115,11266000,155.51,7888000,51.01,15326000,83.19,3305000,17402.84,88402000,5036.79,509111000,2084.07,602697000,1,22-Aug-14,1.3243,22-Aug-14,"1,278.60",,,6/4/2014,24.727383,21612500
960,8/10/2015,3.00,0,38,26,0,0,20,27.522697,22807400,13.7291,7142000,156.75,4835000,51.14,2594000,84.96,5792000,17615.17,97123000,5101.799,477137000,2104.18,539970000,1,21-Aug-14,1.3282,21-Aug-14,"1,273.70",,,6/3/2014,24.781143,33256300
963,8/7/2015,7.00,0,27,28,0,0,14,26.816988,25606100,13.3523,8391000,155.12,11897000,49.49,1724000,83.51,3319000,17373.38,95563000,5043.544,529186000,2077.57,653642000,1,18-Aug-14,1.3363,18-Aug-14,"1,297.70",,,5/29/2014,24.153996,20638900
964,8/6/2015,6.00,0,39,53,0,0,33,26.9377,27958200,13.6837,10251000,156.32,8393000,51.32,1778000,84.19,1038000,17419.75,119614000,5056.44,478848000,2083.56,552156000,1,15-Aug-14,1.3399,15-Aug-14,"1,304.50",,,5/28/2014,24.082319,27150100
965,8/5/2015,5.00,0,26,26,0,0,13,27.039845,23622700,13.7564,12977000,157.9,5756000,51.86,2500000,84.69,1402000,17540.47,140502000,5139.945,487841000,2099.84,616622000,1,14-Aug-14,1.3365,14-Aug-14,"1,313.90",,,5/27/2014,23.930017,27271900
966,8/4/2015,4.00,0,25,32,0,0,46,26.826275,25741700,13.5112,13778000,157.6,4252000,51.39,3552000,84.39,1877000,17550.69,94835000,5105.546,562068000,2093.32,742481000,1,13-Aug-14,1.3365,13-Aug-14,"1,312.80",,,5/23/2014,23.55373,17172200
967,8/3/2015,3.00,33,25,33,0,0,39,26.7526,26213600,13.6293,10377000,158.71,4690000,51.46,1927000,85.85,2176000,17598.2,109191000,5115.382,541364000,2098.04,621963000,1,12-Aug-14,1.3369,12-Aug-14,"1,308.80",,,5/22/2014,23.428305,15926500
970,7/31/2015,7.00,0,13,34,36,0,28,26.660509,27158800,13.8563,8957000,161.99,4188000,50.6,2133000,86.06,1605000,17689.86,92513000,5128.281,583792000,2103.84,624201000,1,7-Aug-14,1.3363,7-Aug-14,"1,310.80",,,5/19/2014,23.32975,22679600
971,7/30/2015,6.00,0,26,26,0,67,13,26.623672,26582400,13.9017,9704000,160.96,4488000,51.29,2546000,86.44,1518000,17745.98,93394000,5128.785,502351000,2108.63,543539000,1,6-Aug-14,1.3382,6-Aug-14,"1,306.70",,,5/16/2014,23.13265,30017200
972,7/29/2015,5.00,0,25,19,33,0,66,26.715761,26470200,13.7564,9830000,161.09,4241000,49.42,3473000,78.75,2189000,17751.39,114903000,5111.733,438705000,2108.57,508987000,1,5-Aug-14,1.3376,5-Aug-14,"1,284.00",,,5/15/2014,23.302874,31752700
973,7/28/2015,4.00,0,25,32,0,0,45,26.669718,33182400,13.7428,10509000,160.05,4702000,48.87,1886000,77.74,2533000,17630.27,91042000,5089.207,560619000,2093.25,614787000,1,4-Aug-14,1.3422,4-Aug-14,"1,287.70",,,5/14/2014,23.589567,17811900
974,7/27/2015,3.00,32,13,19,0,0,19,26.10796,42161100,13.7337,11989000,159.07,6147000,47.91,3426000,76.49,1553000,17440.59,101919000,5039.776,492846000,2067.64,546559000,1,1-Aug-14,1.343,1-Aug-14,"1,293.60",,,5/13/2014,23.697075,20525000
977,7/24/2015,7.00,0,26,34,35,0,48,25.840895,31621000,13.9879,9812000,159.75,5525000,47.32,2397000,77.26,1668000,17568.53,76344000,5088.629,489381000,2079.65,621870000,1,29-Jul-14,1.341,29-Jul-14,"1,298.30",,,5/8/2014,23.598528,24166900
978,7/23/2015,6.00,0,0,39,0,0,13,26.338188,33775200,14.1786,7212000,161.73,4012000,48.01,1757000,77.9,966972,17731.92,82839000,5146.409,378485000,2102.15,435588000,1,28-Jul-14,1.3441,28-Jul-14,"1,303.30",,,5/7/2014,23.625406,24692800
979,7/22/2015,5.00,0,13,65,0,0,26,26.347401,36387200,13.9698,5760000,160.35,2830000,49.06,1726000,78.52,1090000,17851.04,47487000,5171.77,424337000,2114.15,422133000,1,25-Jul-14,1.3432,25-Jul-14,"1,303.10",,,5/6/2014,23.473101,21818000
980,7/21/2015,4.00,0,13,66,0,0,13,26.448698,45191000,13.9198,7399000,163.07,3332000,48.11,2054000,78.69,1458000,17919.29,53876000,5208.12,318134000,2119.21,315475000,1,24-Jul-14,1.3464,24-Jul-14,"1,290.60",,,5/5/2014,23.446222,20738900
981,7/20/2015,3.00,0,27,41,0,0,41,26.798647,33812900,13.8245,4895000,173.22,1912000,47.73,729689,78.38,1002000,18100.41,52569000,5218.859,314345000,2128.28,336886000,1,23-Jul-14,1.3465,23-Jul-14,"1,304.50",,,5/2/2014,23.459661,24235200
984,7/17/2015,7.00,0,27,35,0,0,28,27.139387,43697600,13.7836,9665000,172.51,4044000,48.15,1470000,78.93,782950,18086.45,82887000,5210.143,195676000,2126.64,229198000,1,18-Jul-14,1.3525,18-Jul-14,"1,309.20",,,4/29/2014,23.521839,22146000
985,7/16/2015,6.00,34,13,67,0,0,68,27.535379,81166700,13.7791,10822000,171,4683000,47.9,1772000,78.89,2104000,18120.25,98472000,5163.184,406197000,2124.29,483429000,1,17-Jul-14,1.3527,17-Jul-14,"1,316.70",,,4/28/2014,23.388597,33472800
986,7/15/2015,5.00,0,0,20,68,0,59,27.34199,47852500,13.8472,18597000,168.53,8865000,47.3,4497000,78.69,2155000,18050.17,343705000,5098.941,449919000,2107.4,571131000,1,16-Jul-14,1.3525,16-Jul-14,"1,299.60",,,4/25/2014,23.32642,33614400
